job_name,comp_name,job_desc,job_tags
Q BURGER(桃園市平鎮區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中不分區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(北屯豐田店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(士林福港店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市文山區)早餐儲備店經理44K-52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(汐止綠多店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市地區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄大順店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄永樂店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(北投唭哩岸店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中樂業店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
執行助理、美編、文案短期可獨立接案,柚子娛樂文化藝術有限公司,"如果對媒體網路 媒體企劃 美術參展 美術 設計 有興趣想學習 請加ＬＩＮＥ這裡不會回覆喔！或是想挑戰自己，歡迎有想法的你/妳
成為我們的夥伴，或是共同參與更多的計畫與實習喔。
學習剪輯、企劃、攝","['Canva', 'Word', 'Photoshop', '']"
美術、美工、攝影、剪輯工讀生,柚子娛樂文化藝術有限公司,"在台南對美術、美工、攝影、剪輯想學習、實習歡迎來面試！長期招收 請加line 預約面試Line:Yosplay臨時工讀生 ，協助公司指派事項。
雜事有點多，刻苦耐勞想打工在台南市最佳。

另外如果你是大專院校在學生，或","['Canva', 'PowerPoint', 'Word', '']"
高曼計量｜行銷企劃專員 Junior Marketing Associate,高曼計量財務管理顧問股份有限公司 /高曼證券投資顧問股份有限公司,行銷團隊的目標是提升高曼集團的品牌形象，創造產品及服務的市場知名度。行銷企劃專員將專注於公司行銷策略制定與規劃，帶領實習生依策略建立客戶對本公司及產品服務的認知，幫助公,"['Public Relations', 'Marketing']"
維修技術人員-電機組(高鐵沿線各車站或基地),台灣高鐵_台灣高速鐵路股份有限公司,"1.台灣高鐵為社會新鮮人提供儲備維修人員計劃，讓有興趣從事高鐵維修之新鮮人得以一展長才，成為公司未來的維修技師。
 2台灣高鐵將為儲備維修人員提供不同部門之學習及實習工作",[]
維修技術人員-電子組(高鐵沿線各車站或基地),台灣高鐵_台灣高速鐵路股份有限公司,"1.台灣高鐵為社會新鮮人提供儲備維修人員計劃，讓有興趣從事高鐵維修之新鮮人得以一展長才，成為公司未來的維修技師。
 2台灣高鐵將為儲備維修人員提供不同部門之學習及實習工作",[]
敏捷行銷組 ｜ 社群行銷專員,居家整聊室,"護2、提升社群各項指標並促進粉絲互動3、收集客戶案例故事 / 整聊課程 / 講座 / 各項活動資訊，並製作成社群內容4、定期至服務現場或課程現場收集故事
歡迎應屆畢業生或實習主動投遞","['Illustrator', 'Photoshop', 'Canva', '']"
Instagram 短視頻短影片剪輯製作兼職,FETPO電商代營運專家,"上稿、回覆與轉發內容❖ 發掘數位議題與內容素材編輯上稿❖ 行銷圖文短視頻素材製作與編輯
【實習的優勢】
❖ 增加實戰經驗與提升技能❖ 隨處都是你的工作天地，享受當自由工作者的自我時","['Video', 'Video Editing', 'photoshop', '']"
Instagram 成長駭客行銷兼職,FETPO電商代營運專家,"上稿、回覆與轉發內容❖ 發掘數位議題與內容素材編輯上稿❖ 行銷圖文短視頻素材製作與編輯
【實習的優勢】
❖ 增加實戰經驗與提升技能❖ 隨處都是你的工作天地，享受當自由工作者的自我時","['Video', 'Video Editing', 'photoshop', '']"
餐廳襄理（40K 以上）聯合招募場次 < 高雄市(全區)、屏東縣>🍟,麥當勞授權發展商_和德昌股份有限公司,"WE ARE HIRING! 全台餐廳襄理 熱情募集中！🍔

麥當勞餐廳襄理募集，加入全球品牌正是時候！
薪資優！實習期間月薪 36 K，正職 40.5K 起，再享績效獎金免經驗！完整培訓課程+肩並肩同儕工作模式，讓你快速",[]
餐廳襄理（40K 以上）聯合招募場次 <林口區、 桃園市(全區) >🍟,麥當勞授權發展商_和德昌股份有限公司,"WE ARE HIRING! 全台餐廳襄理 熱情募集中！🍔

麥當勞餐廳襄理募集，加入全球品牌正是時候！
薪資優！實習期間月薪 36 K，正職 40.5K 起，再享績效獎金免經驗！完整培訓課程+肩並肩同儕工作模式，讓你快速",[]
餐廳襄理（40K 以上）聯合招募場次 < 彰化縣市(全區) >🍟,麥當勞授權發展商_和德昌股份有限公司,"WE ARE HIRING! 全台餐廳襄理 熱情募集中！🍔

麥當勞餐廳襄理募集，加入全球品牌正是時候！
薪資優！實習期間月薪 36 K，正職 40.5K 起，再享績效獎金免經驗！完整培訓課程+肩並肩同儕工作模式，讓你快速",[]
【定期人員】運營企劃,鈊象電子股份有限公司,"1. 社群經營
2. 遊戲英文翻譯
3. 國外市場資訊收集
4. 協助運營相關事宜
（此為約聘職缺，亦可接受實習與工讀）","['英文翻譯', '社群經營', '運營', '']"
Q BURGER(高雄左營店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(南屯天廈店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(北投立農店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中市沙鹿區)早餐儲備店經理41K-50K【3周即享3天特休(滿1年13天特休)、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,歷或績效而異※錄取後須先至東海遊園 直營門市受訓‖成為主管並不難‖在Q Burger不用身懷絕技，只需熱情的心以及配合公司的訓練規劃正職服務員養成2-4個月→襄理→實習店經理→店經理→營運顧問,[]
Q BURGER(基隆市)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(鳳山大明店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中市西區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台南健康店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
